user_id,anime_id,rating
1,34134,7
1,14749,7
1,36259,6
1,31240,8
1,39587,9
1,13759,7
1,37450,10
1,38329,9
1,199,10
1,154,8
1,23273,9
1,11371,7
1,16498,10
1,25777,10
1,35760,10
1,28171,8
1,40902,7
1,32282,8
1,35788,8
1,36949,8
1,39940,7
1,35847,7
1,9253,10
1,30484,10
1,11577,10
1,32188,10
1,11757,5
1,21881,5
1,38826,8
1,22,9
1,995,8
1,4053,9
1,2752,8
1,37430,8
1,41353,8
1,16870,9
1,4224,9
1,37521,9
1,33352,7
1,14813,8
1,39547,9
1,18753,7
1,23847,8
1,33161,8
1,37779,9
1,35507,7
1,40456,0
1,36098,0
1,269,7
1,41587,0
1,42938,0
1,12189,0
1,36862,0
1,38882,0
1,42395,0
1,42205,0
1,3588,0
1,41487,0
1,41488,0
2,24833,0
2,235,10
2,36721,0
2,40956,0
2,31933,0
2,5042,8
2,7593,8
2,21,9
2,35446,0
2,24,0
2,22,9
2,38034,0
2,17251,0
2,5762,7
2,31580,7
2,33253,0
2,35028,8
2,9513,0
2,368,8
2,11633,0
2,31964,8
2,33486,9
2,31740,7
2,1470,0
2,1575,9
2,2904,10
2,1535,10
2,28223,8
2,226,8
2,38671,8
2,32872,7
2,15,9
2,71,8
2,7661,8
2,245,0
2,263,10
2,5258,0
2,270,9
2,24703,8
2,15451,9
2,8074,6
2,11061,10
2,28961,7
2,34542,7
2,14719,9
2,20899,9
2,26055,9
2,34933,8
2,37086,8
2,1604,9
2,22535,8
2,189,8
2,34599,7
2,29575,8
2,10620,8
2,32182,9
2,23755,9
2,20,9
2,1735,9
2,35581,8
2,5040,9
2,30276,9
2,34134,9
2,6893,0
2,11499,7
2,29786,8
2,16498,9
2,28171,9
2,32282,0
2,9253,9
2,3455,8
2,22319,8
2,10851,4
2,40658,0
2,29809,0
2,25397,0
2,2852,0
2,1635,0
2,1636,0
2,40337,0
2,39085,0
2,857,0
2,9721,0
2,36625,0
2,6987,0
2,8577,0
2,9849,0
2,4010,0
2,16642,0
2,41261,0
2,30614,0
2,4600,0
2,31101,0
2,4358,0
2,39068,0
2,10697,0
2,2251,0
2,32667,0
2,5081,0
2,34443,0
2,36225,0
2,24641,0
2,2871,0
2,972,0
2,2873,0
2,5347,0
2,1401,0
2,13223,0
2,889,0
2,10694,0
2,2413,0
2,36456,0
2,38408,0
2,36896,0
2,39565,0
2,42603,0
2,40472,0
2,38252,0
2,25667,0
2,5464,0
2,12293,0
2,37089,0
2,6558,0
2,17543,0
2,2352,0
2,37699,0
2,2025,0
2,14353,0
2,34497,0
2,21001,0
2,35120,0
2,18689,0
2,2432,0
2,7456,0
2,3324,0
2,37405,0
2,20377,0
2,37520,0
2,38691,0
2,30694,0
2,31339,0
2,31886,0
2,38038,0
2,37088,0
2,33393,0
2,790,0
2,39365,0
2,31788,0
2,10779,0
2,6702,0
2,22043,0
2,35972,0
2,2134,0
2,10087,0
2,11741,0
2,7053,0
2,16638,0
2,33231,0
2,21829,0
2,12957,0
2,2136,0
2,73,0
2,5114,0
2,36876,0
2,23033,0
2,24987,0
2,21521,0
2,30583,0
2,28779,0
2,30243,0
2,25183,0
2,239,0
2,17491,0
2,29261,0
2,918,0
2,9969,0
2,17729,0
2,3002,0
2,31859,0
2,20583,0
2,28891,0
2,32935,0
2,40262,0
2,38883,0
2,40776,0
2,264,0
2,265,0
2,19647,0
2,34403,0
2,21855,0
2,14991,0
2,5097,0
2,2798,0
2,777,0
2,11077,0
2,5651,0
2,9322,0
2,5630,0
2,11617,0
2,934,0
2,5211,0
2,33421,0
2,6337,0
2,36051,0
2,31518,0
2,35512,0
2,29807,0
2,37474,0
2,14659,0
2,13271,0
2,19951,0
2,24273,0
2,36121,0
2,29703,0
2,35936,0
2,10668,0
2,19051,0
2,37360,0
2,33769,0
2,2943,0
2,40010,0
2,7730,0
2,22429,0
2,23479,0
2,33322,0
2,10457,0
2,37224,0
2,37991,0
2,18691,0
2,37281,0
2,40748,0
2,19569,0
2,17745,0
2,6465,0
2,30460,0
2,7411,0
2,40839,0
2,3503,0
2,4760,0
2,6791,0
2,7875,0
2,7712,0
2,9309,0
2,12961,0
2,38031,0
2,20959,0
2,6986,0
2,2868,0
2,29916,0
2,32686,0
2,36903,0
2,18679,0
2,35931,0
2,38000,0
2,40456,0
2,38330,0
2,10460,0
2,37771,0
2,3350,0
2,33191,0
2,9260,0
2,31757,0
2,31758,0
2,20801,0
2,4304,0
2,2403,0
2,3121,0
2,4786,0
2,4195,0
2,15843,0
2,18655,0
2,30831,0
2,8841,0
2,14543,0
2,2841,0
2,11827,0
2,36052,0
2,36689,0
2,13221,0
2,22543,0
2,24911,0
2,9588,0
2,10325,0
2,8111,0
2,37939,0
2,11969,0
2,22901,0
2,190,0
2,5172,0
2,29083,0
2,7708,0
2,36862,0
2,24851,0
2,9756,0
2,2188,0
2,6590,0
2,1360,0
2,15565,0
2,12375,0
2,5209,0
2,32405,0
2,33165,0
2,39392,0
2,10110,0
2,35727,0
2,39058,0
2,10419,0
2,17539,0
2,19103,0
2,16189,0
2,2396,0
2,38935,0
2,5959,0
2,8424,0
2,17074,0
2,19,0
2,30307,0
2,9181,0
2,3478,0
2,39535,0
2,37233,0
2,2869,0
2,30347,0
2,34577,0
2,31722,0
2,38397,0
2,36849,0
2,38453,0
2,11321,0
2,15689,0
2,31404,0
2,11597,0
2,24175,0
2,17157,0
2,32833,0
2,33768,0
2,8291,0
2,12959,0
2,21751,0
2,9308,0
2,28309,0
2,20849,0
2,10380,0
2,11879,0
2,21097,0
2,30891,0
2,31789,0
2,25923,0
2,5424,0
2,37223,0
2,9638,0
2,11749,0
2,9009,0
2,29803,0
2,35073,0
2,31181,0
2,35247,0
2,24271,0
2,8795,0
2,14127,0
2,13057,0
2,22119,0
2,5682,0
2,12997,0
2,33981,0
2,32423,0
2,33926,0
2,37078,0
2,40080,0
2,10924,0
2,12065,0
2,6633,0
2,11859,0
2,4719,0
2,6704,0
2,6114,0
2,30296,0
2,25345,0
2,33104,0
2,36737,0
2,3918,0
2,10546,0
2,36122,0
2,36885,0
2,38470,0
2,38975,0
2,846,0
2,4015,0
2,517,0
2,16472,0
2,38866,0
2,6500,0
2,10073,0
2,10920,0
2,8668,0
2,9202,0
2,37450,0
2,9327,0
2,3970,0
2,1559,0
2,7724,0
2,34388,0
2,39478,0
2,25777,0
2,35760,0
2,38524,0
2,39477,0
2,23233,0
2,30363,0
2,32409,0
2,30365,0
2,39480,0
2,30464,0
2,29027,0
2,4127,0
2,35926,0
2,35788,0
2,36949,0
2,39940,0
2,32587,0
2,14379,0
2,33962,0
2,2135,0
2,38141,0
2,16474,0
2,30484,0
2,10863,0
2,2418,0
2,6194,0
2,4502,0
2,3559,0
2,22069,0
2,11757,0
2,3479,0
2,34795,0
2,35790,0
2,19631,0
2,38826,0
2,37430,0
2,22687,0
2,9941,0
2,38032,0
2,13663,0
2,28979,0
2,31380,0
2,31711,0
2,13851,0
2,5667,0
2,35000,0
2,3995,0
2,21363,0
2,40639,0
2,4224,0
2,9778,0
2,38994,0
2,32355,0
2,25157,0
2,15097,0
2,11467,0
2,15537,0
2,28025,0
2,35573,0
2,11465,0
2,4607,0
2,11997,0
2,30898,0
2,4360,0
2,10280,0
2,10798,0
2,36933,0
2,7583,0
2,30385,0
2,37521,0
2,38708,0
2,9968,0
2,31189,0
2,7458,0
2,935,0
2,10827,0
2,41094,0
2,2870,0
2,1387,0
2,5324,0
2,1388,0
2,1389,0
2,37779,0
2,34740,0
2,34963,0
2,32615,0
2,36720,0
2,40519,0
2,38831,0
2,1195,0
2,36999,0
3,2593,0
3,1604,0
3,14749,0
3,6114,8
3,199,9
3,849,8
3,33352,10
3,23283,0
3,31646,9
3,32998,8
3,25397,6
3,12291,7
3,1292,8
3,34881,8
3,32323,7
3,22199,7
3,4744,7
3,47,9
3,22729,7
3,32828,8
3,22147,8
3,6547,8
3,9989,8
3,11433,9
3,11111,8
3,9919,8
3,33506,8
3,7647,8
3,6166,7
3,4999,6
3,66,9
3,7817,7
3,2251,9
3,5081,8
3,7674,8
3,10030,9
3,22789,8
3,10396,8
3,13535,8
3,20787,7
3,889,9
3,1519,9
3,32086,8
3,34618,7
3,11633,7
3,31043,7
3,10719,7
3,14967,8
3,38186,7
3,14345,8
3,1689,8
3,5356,7
3,10578,6
3,28999,8
3,14741,8
3,2167,8
3,1575,8
3,2904,8
3,1,9
3,20031,7
3,12549,7
3,34103,8
3,32189,8
3,33028,8
3,16592,8
3,11843,8
3,2025,7
3,6573,7
3,15583,7
3,19163,7
3,6880,7
3,28223,7
3,33988,8
3,24031,8
3,9379,7
3,3702,8
3,37982,7
3,6746,8
3,23199,8
3,27831,7
3,226,9
3,32901,6
3,28221,6
3,27821,8
3,10087,8
3,11741,9
3,227,8
3,31376,7
3,9367,7
3,71,7
3,73,8
3,4725,7
3,33731,8
3,24765,7
3,25183,7
3,32071,7
3,28907,8
3,23289,8
3,240,8
3,2508,8
3,18465,8
3,16918,9
3,19363,9
3,14811,7
3,21431,6
3,17895,10
3,2494,7
3,17729,7
3,29093,8
3,29095,8
3,13161,7
3,11785,7
3,6574,8
3,32648,8
3,15809,8
3,5150,8
3,2026,7
3,10187,8
3,15225,7
3,8630,7
3,5630,8
3,11617,7
3,24703,8
3,15451,8
3,8074,7
3,36296,9
3,33241,7
3,10079,6
3,12189,8
3,7088,7
3,15059,8
3,22507,8
3,185,7
3,18,8
3,186,8
3,187,8
3,34542,8
3,37497,9
3,9041,7
3,5781,9
3,36220,8
3,23121,6
3,29785,7
3,13331,7
3,15735,7
3,28387,7
3,14467,8
3,7054,8
3,8525,8
3,10080,8
3,16009,8
3,10568,8
3,3958,8
3,3503,7
3,3782,8
3,3783,8
3,4280,8
3,4282,8
3,5204,7
3,5205,10
3,14807,9
3,6205,6
3,24439,7
3,34451,9
3,3464,7
3,36407,6
3,11079,7
3,3229,7
3,32281,9
3,16732,7
3,22535,8
3,7593,6
3,31798,8
3,33206,8
3,8876,8
3,11887,8
3,31952,7
3,13367,7
3,30831,9
3,32937,8
3,8841,7
3,10790,8
3,15379,7
3,43,8
3,32949,8
3,18153,8
3,7148,7
3,13655,7
3,189,7
3,3654,8
3,24455,7
3,31741,8
3,10213,7
3,21863,7
3,33487,7
3,10397,7
3,31845,6
3,10721,8
3,10110,7
3,11761,7
3,20541,7
3,2963,7
3,10620,8
3,8424,7
3,15315,8
3,17074,8
3,30307,7
3,31442,7
3,16067,9
3,23755,7
3,5597,7
3,6712,7
3,4081,8
3,10379,8
3,12467,7
3,30,8
3,36038,7
3,31404,7
3,31953,8
3,10165,9
3,3673,7
3,18897,8
3,27787,7
3,11597,8
3,19815,8
3,3467,7
3,6023,6
3,20507,8
3,30503,8
3,18095,7
3,6512,7
3,28819,7
3,32603,7
3,6324,6
3,30276,8
3,14199,6
3,25099,7
3,28297,8
3,8769,7
3,19221,8
3,29803,8
3,26243,7
3,8795,8
3,21473,8
3,10588,8
3,31645,7
3,5682,8
3,10711,8
3,6201,6
3,35240,8
3,30240,8
3,13601,9
3,28617,7
3,10611,7
3,30296,7
3,31240,9
3,6675,9
3,30015,8
3,32951,7
3,22865,7
3,2993,7
3,20709,7
3,23277,7
3,30727,8
3,131,8
3,32542,8
3,13759,8
3,205,9
3,11499,7
3,6500,6
3,37450,9
3,5909,8
3,10464,8
3,8675,8
3,20847,8
3,4063,7
3,38787,7
3,18119,8
3,2104,8
3,38759,7
3,23273,8
3,29786,7
3,25835,8
3,28171,8
3,32282,8
3,35788,9
3,9863,9
3,5958,8
3,8407,8
3,9253,9
3,2418,8
3,18277,7
3,5681,9
3,29758,3
3,32093,8
3,35790,9
3,13663,7
3,28979,7
3,4654,7
3,16011,7
3,14227,9
3,18139,7
3,4224,8
3,26443,6
3,25157,7
3,2129,7
3,28025,8
3,34902,8
3,27387,7
3,2608,8
3,16742,7
3,6956,7
3,10521,7
3,35968,9
3,33094,7
3,14813,8
3,23847,8
3,28677,7
3,35507,8
3,18677,7
3,1195,7
3,14075,8
3,5300,8
3,12679,0
3,14713,0
3,469,0
3,17741,0
3,306,0
3,101,0
3,12365,0
3,57,0
3,60,0
3,1818,0
3,32370,0
3,31339,0
3,2924,0
3,5114,0
3,245,0
3,267,0
3,134,0
3,4192,0
3,486,0
3,330,0
3,3342,0
3,32182,0
3,323,0
3,877,0
3,31764,0
3,1698,0
3,32729,0
3,33091,0
3,209,0
3,31716,0
3,38938,8
3,33286,0
3,16524,0
3,25,0
3,759,0
4,101,8
4,656,8
4,4744,5
4,3549,8
4,3359,7
4,104,8
4,530,7
4,68,7
4,150,9
4,819,8
4,1222,8
4,105,8
4,1542,8
4,1689,10
4,694,5
4,232,9
4,371,7
4,372,9
4,4975,6
4,831,7
4,59,7
4,1575,10
4,2904,10
4,61,7
4,1535,10
4,345,8
4,2035,9
4,393,5
4,356,8
4,120,9
4,71,8
4,123,10
4,380,7
4,381,7
4,124,7
4,4725,7
4,74,8
4,127,7
4,128,5
4,1571,9
4,476,7
4,16,9
4,1142,9
4,644,7
4,4551,9
4,5630,8
4,578,7
4,3731,9
4,5680,8
4,145,8
4,1691,8
4,6045,10
4,1579,9
4,3392,7
4,146,6
4,4898,7
4,690,7
4,189,7
4,190,7
4,191,7
4,192,7
4,149,7
4,435,8
4,1563,9
4,273,7
4,158,6
4,5030,5
4,334,8
4,585,9
4,7103,7
4,164,7
4,2926,8
4,3655,8
4,4081,5
4,1698,8
4,4477,9
4,3467,7
4,6023,7
4,1029,7
4,853,9
4,5530,7
4,907,7
4,1601,7
4,238,7
4,2369,8
4,1699,9
4,957,8
4,1914,8
4,561,7
4,355,5
4,100,7
4,3470,8
4,849,8
4,182,8
4,1043,7
4,1860,8
4,2683,7
4,4224,9
4,2105,7
4,177,9
4,969,9
4,807,7
4,4938,8
4,2685,8
4,178,8
4,179,6
4,743,7
4,3457,9
4,4752,9
4,156,7
4,595,7
4,155,5
4,861,8
4,3091,9
4,4918,8
4,1562,8
4,4548,8
4,5300,7
4,103,0
4,2817,0
4,2704,7
4,2787,0
4,1375,0
4,136,6
4,469,6
4,3196,7
4,2032,7
4,392,7
4,5525,0
4,477,0
4,962,0
4,2563,0
4,2251,0
4,1589,0
4,2167,0
4,1723,0
4,4181,0
4,1482,0
4,6702,0
4,5114,0
4,5835,0
4,587,0
4,2026,0
4,4192,0
4,5521,0
4,6372,0
4,6637,0
4,7791,0
4,7054,0
4,5678,0
4,1013,0
4,3615,0
4,4662,0
4,6512,0
4,4021,0
4,4382,0
5,530,0
5,38680,9
5,36904,9
5,5112,10
5,6287,6
5,8676,5
5,66,9
5,36873,7
5,6645,8
5,226,10
5,120,10
5,33222,7
5,2890,9
5,241,9
5,487,8
5,37105,8
5,134,9
5,256,8
5,617,5
5,14713,10
5,6045,10
5,9656,9
5,10460,8
5,7593,7
5,1261,7
5,2034,9
5,21863,8
5,2963,10
5,877,10
5,7769,8
5,325,8
5,30240,6
5,17777,6
5,24,10
5,846,10
5,3186,10
5,199,9
5,79,8
5,7396,6
5,513,8
5,3044,10
5,1218,7
5,4224,9
5,6127,2
5,32899,9
5,59,0
5,5973,0
5,15043,0
5,257,0
5,863,0
5,11739,0
5,269,8
5,934,6
5,34800,0
5,37985,0
5,283,0
5,9875,0
5,9989,0
5,11111,0
5,21995,0
5,5168,0
5,37171,0
5,6166,0
5,104,0
5,6347,0
5,14751,0
5,740,0
5,531,0
5,532,0
5,1239,0
5,996,0
5,1222,0
5,21405,0
5,31478,0
5,33475,0
5,2756,0
5,10800,0
5,1219,0
5,2167,0
5,15037,0
5,982,0
5,20031,0
5,16592,0
5,1535,0
5,9379,0
5,71,0
5,72,0
5,382,0
5,24765,0
5,35222,0
5,2775,0
5,1571,0
5,16918,0
5,918,0
5,242,0
5,17895,0
5,245,0
5,16,0
5,20583,0
5,34403,0
5,106,0
5,21681,0
5,32648,0
5,2026,0
5,10187,0
5,1852,0
5,33948,0
5,36296,0
5,578,0
5,488,0
5,914,0
5,3731,0
5,228,0
5,37999,0
5,7054,0
5,3616,0
5,8525,0
5,21563,0
5,3503,0
5,35860,0
5,34934,0
5,11887,0
5,5494,0
5,8129,0
5,6774,0
5,189,0
5,16353,0
5,1887,0
5,9756,0
5,36266,0
5,158,0
5,334,0
5,32438,0
5,330,0
5,5162,0
5,3225,0
5,8424,0
5,1210,0
5,10165,0
5,18897,0
5,19815,0
5,20507,0
5,21557,0
5,795,0
5,23673,0
5,32729,0
5,28297,0
5,853,0
5,31181,0
5,322,0
5,6201,0
5,721,0
5,210,0
5,14921,0
5,31716,0
5,2993,0
5,20709,0
5,23277,0
5,33255,0
5,32542,0
5,20047,0
5,4015,0
5,517,0
5,37450,0
5,8675,0
5,339,0
5,2104,0
5,29786,0
5,2596,0
5,28171,0
5,4722,0
5,534,0
5,35839,0
5,32105,0
5,14289,0
5,19841,0
5,32093,0
5,14227,0
5,34902,0
5,4896,0
5,32924,0
5,1293,0
5,10162,0
5,823,0
5,16742,0
5,1375,0
5,6956,0
5,861,0
5,37786,0
5,1387,0
5,19383,0
5,7785,0
5,32995,0
5,10495,0
6,9062,8
6,9919,0
6,150,7
6,4981,0
6,10793,0
6,249,7
6,1887,0
6,10110,0
6,10165,0
6,355,0
6,6758,6
6,6682,7
6,7739,1
6,6535,4
6,1223,9
6,6547,10
6,10067,8
6,1640,6
6,3080,8
6,6721,5
6,9989,10
6,6950,3
6,54,7
6,1205,10
6,3401,7
6,1554,6
6,5168,5
6,6281,6
6,9846,7
6,659,8
6,1593,7
6,2251,9
6,3901,9
6,10396,8
6,12079,7
6,7059,7
6,1686,7
6,2889,7
6,11691,7
6,11869,6
6,2964,7
6,8939,7
6,7597,8
6,4177,9
6,1657,4
6,5356,9
6,11689,3
6,3087,8
6,8628,8
6,11679,3
6,3841,8
6,4138,6
6,3962,7
6,60,6
6,4450,4
6,2274,6
6,2768,7
6,2167,9
6,1723,9
6,4181,9
6,6351,8
6,4059,9
6,1890,6
6,1575,8
6,8728,7
6,1953,7
6,2904,8
6,5163,8
6,514,6
6,1,6
6,2724,7
6,11843,8
6,2025,7
6,4182,7
6,6880,7
6,1535,7
6,552,7
6,1313,7
6,2961,7
6,1132,5
6,874,6
6,4158,7
6,6746,10
6,8408,9
6,226,9
6,376,6
6,2759,8
6,3784,8
6,6922,6
6,227,6
6,11795,8
6,8178,7
6,71,7
6,72,6
6,121,10
6,5114,10
6,7902,8
6,908,6
6,430,8
6,8187,7
6,1496,5
6,2890,7
6,850,9
6,4353,7
6,7472,7
6,5041,7
6,7596,8
6,9598,7
6,10477,9
6,413,1
6,3298,8
6,1030,8
6,7728,5
6,5060,9
6,9865,9
6,7337,8
6,8479,9
6,10497,9
6,7024,4
6,1852,7
6,3165,7
6,3604,8
6,6984,8
6,5630,8
6,6372,7
6,6637,7
6,6399,7
6,8074,7
6,934,10
6,1889,10
6,6064,5
6,10491,3
6,3652,9
6,2899,10
6,256,9
6,1220,7
6,578,8
6,9911,6
6,431,9
6,7088,7
6,468,9
6,451,7
6,9041,4
6,9001,9
6,4966,5
6,228,7
6,1594,8
6,3713,7
6,3092,10
6,4814,10
6,6553,8
6,8339,8
6,7054,8
6,10298,6
6,9366,7
6,143,10
6,1004,8
6,572,7
6,1606,6
6,7030,5
6,486,9
6,2175,8
6,1379,9
6,3466,8
6,9333,8
6,43,9
6,467,8
6,1566,9
6,3447,5
6,1335,8
6,801,8
6,3485,7
6,554,3
6,555,5
6,557,5
6,433,8
6,3358,9
6,416,10
6,279,8
6,1810,6
6,2911,8
6,149,9
6,3057,2
6,276,6
6,9756,10
6,11981,10
6,10519,2
6,273,4
6,512,7
6,158,8
6,3468,7
6,10721,10
6,1972,7
6,522,7
6,10620,8
6,8460,6
6,2235,8
6,164,10
6,323,9
6,2897,6
6,20,5
6,442,7
6,936,4
6,2144,3
6,4134,5
6,594,5
6,597,8
6,11897,6
6,11883,3
6,30,8
6,32,9
6,8857,7
6,6953,1
6,10161,8
6,9782,7
6,10197,9
6,5957,7
6,1029,7
6,1047,8
6,1982,7
6,1943,10
6,437,8
6,4130,6
6,8297,5
6,527,7
6,1525,6
6,2842,5
6,2363,7
6,11073,6
6,528,7
6,1117,6
6,1118,6
6,1119,6
6,1120,6
6,1121,6
6,1122,5
6,2201,5
6,6877,6
6,1709,6
6,5529,6
6,4793,6
6,4795,6
6,5526,6
6,4792,6
6,1527,4
6,907,8
6,11687,4
6,5080,4
6,64,6
6,2237,7
6,1719,9
6,65,7
6,3772,5
6,7031,4
6,2605,8
6,9926,9
6,8063,8
6,199,9
6,6973,8
6,8800,8
6,8840,7
6,3420,8
6,4715,9
6,2596,8
6,2161,6
6,2616,6
6,3588,7
6,3470,6
6,979,6
6,5681,9
6,6607,3
6,2290,6
6,849,10
6,5118,9
6,13675,5
6,5141,9
6,391,6
6,3594,8
6,2001,10
6,4107,9
6,5947,9
6,6548,8
6,3352,8
6,10622,8
6,4705,6
6,8348,7
6,513,9
6,51,7
6,6505,9
6,9941,10
6,11099,8
6,2236,9
6,916,5
6,6641,7
6,523,7
6,10294,7
6,10713,7
6,10714,8
6,10715,8
6,10716,7
6,10717,7
6,5365,10
6,4066,8
6,1650,7
6,9777,4
6,3737,5
6,688,7
6,689,8
6,3457,9
6,1607,7
6,3070,4
6,6616,10
6,1958,7
6,11915,3
6,553,9
6,1543,7
6,6748,7
6,4548,7
6,481,4
6,1894,3
6,9331,8
6,2404,7
6,306,0
6,11241,0
6,232,0
6,6024,0
6,831,0
6,10800,0
6,1818,0
6,12893,0
6,859,0
6,1250,0
6,10087,0
6,9314,0
6,918,0
6,1974,6
6,245,0
6,7062,8
6,5678,0
6,157,0
6,6336,0
6,19,0
6,2942,0
6,5454,0
6,4038,0
6,2882,3
6,269,5
6,120,0
6,379,2
6,389,4
6,1579,2
6,5030,1
6,738,5
6,1564,4
6,1565,3
6,1727,4
6,22,5
6,1292,0
6,244,0
6,283,0
6,47,0
6,1177,0
6,8676,0
6,2832,0
6,1797,0
6,11111,0
6,7193,0
6,6164,0
6,1028,0
6,477,0
6,104,0
6,66,0
6,6347,0
6,5081,0
6,530,0
6,1498,0
6,68,0
6,10490,0
6,405,0
6,10163,0
6,9706,0
6,1049,0
6,7972,0
6,59,0
6,8888,0
6,12685,0
6,9591,0
6,5,0
6,1352,0
6,1482,0
6,61,0
6,933,0
6,16592,0
6,6573,0
6,2994,0
6,5177,0
6,790,0
6,3785,0
6,3786,0
6,3167,0
6,455,0
6,356,0
6,11741,0
6,2952,0
6,18507,0
6,6421,0
6,664,0
6,9135,0
6,10842,0
6,1251,0
6,4725,0
6,13139,0
6,1281,0
6,1829,0
6,240,0
6,2617,0
6,1571,0
6,820,0
6,456,0
6,8425,0
6,243,0
6,387,0
6,11785,0
6,4551,0
6,1570,0
6,270,0
6,15195,0
6,9563,0
6,11239,0
6,11237,0
6,6927,0
6,2050,0
6,6463,0
6,452,0
6,450,0
6,449,0
6,6811,0
6,4886,0
6,12679,0
6,5680,0
6,1530,0
6,2593,0
6,7711,0
6,52,0
6,6045,0
6,4672,0
6,10870,0
6,237,0
6,556,0
6,8129,0
6,4898,0
6,6774,0
6,251,0
6,1013,0
6,1412,0
6,3572,0
6,252,0
6,952,0
6,76,0
6,11977,0
6,11979,0
6,98,0
6,673,0
6,99,0
6,444,0
6,2488,0
6,585,0
6,12503,0
6,80,0
6,457,0
6,2926,0
6,3655,0
6,749,0
6,1735,0
6,601,0
6,31,0
6,1210,0
6,2966,0
6,7769,0
6,7079,0
6,1060,0
6,785,0
6,853,0
6,2611,0
6,5530,0
6,8795,0
6,10588,0
6,329,0
6,721,0
6,2369,0
6,1699,0
6,573,0
6,205,0
6,7588,0
6,167,0
6,1827,0
6,8675,0
6,4021,0
6,11123,0
6,5355,0
6,1033,0
6,339,0
6,2104,0
6,2787,0
6,1066,0
6,4173,0
6,12815,0
6,440,0
6,879,0
6,152,0
6,198,0
6,8934,0
6,9253,0
6,855,0
6,3667,0
6,1532,0
6,7311,0
6,4382,0
6,173,0
6,8042,0
6,4565,0
6,182,0
6,7014,0
6,1303,0
6,567,0
6,10278,0
6,12015,0
6,12017,0
6,8449,0
6,759,0
6,687,0
6,415,0
6,949,0
6,4224,0
6,2105,0
6,6,0
6,27,0
6,177,0
6,343,0
6,12883,0
6,4896,0
6,7568,0
6,856,0
6,4752,0
6,7,0
6,202,0
6,861,0
6,497,0
6,7785,0
6,10216,0
6,3972,0
6,3228,0
6,3354,0
7,26349,8
7,23251,9
7,14753,7
7,23755,0
7,6682,6
7,11759,7
7,102,7
7,22199,8
7,8676,8
7,6547,9
7,11433,9
7,21995,8
7,7647,7
7,5081,8
7,22789,9
7,21405,8
7,2167,9
7,4181,10
7,15037,7
7,15583,7
7,19163,8
7,6880,7
7,226,9
7,5114,10
7,23289,7
7,17895,9
7,8425,8
7,10793,8
7,13161,7
7,15809,8
7,11617,7
7,8074,7
7,8768,6
7,431,9
7,7088,7
7,5680,9
7,9617,10
7,7791,9
7,7054,8
7,14713,7
7,1691,7
7,6205,5
7,11887,9
7,16001,8
7,15379,8
7,9756,8
7,11981,9
7,20785,8
7,14833,7
7,10620,9
7,16762,8
7,15315,8
7,2926,7
7,16067,7
7,18897,7
7,11597,7
7,19815,8
7,12355,9
7,2966,9
7,5341,9
7,6007,9
7,19221,7
7,8476,7
7,10711,7
7,710,6
7,15775,9
7,20047,8
7,13759,10
7,11499,7
7,2476,7
7,199,10
7,21843,8
7,16498,8
7,5958,5
7,8407,5
7,14289,9
7,11757,8
7,21881,7
7,20021,8
7,22319,9
7,16011,8
7,14227,9
7,4224,8
7,10162,10
7,18245,8
7,10521,9
